term,normalized_term,semantic_hint,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes
Diagnosis,diagnosis,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Diagnostic Screening Programs,diagnostic screening programs,PROCESS_EVENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Dietitians,dietitians,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Diuretics,diuretics,MEDICATION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
DMEPOS,dmepos,AMBIGUOUS,CMS HCPCS Overview,https://www.cms.gov/medicare/coding-billing/healthcare-common-procedure-system,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,MEDIUM,abbreviation; abbreviation may have non-medical expansions
Durable Medical Equipment,durable medical equipment,OTHER_DOMAIN_TERM,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
"durable medical equipment, prosthetics, orthotics, and supplies","durable medical equipment, prosthetics, orthotics, and supplies",OTHER_DOMAIN_TERM,CMS HCPCS Overview,https://www.cms.gov/medicare/coding-billing/healthcare-common-procedure-system,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Ear,ear,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,HIGH,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.; very short token
Echocardiography,echocardiography,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
EHR,ehr,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Electronic Health Record; abbreviation; abbreviation may have non-medical expansions
Electrocardiography,electrocardiography,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Electronic billing,electronic billing,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Electronic Health Records,electronic health records,DOCUMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Electronic Prior Authorization,electronic prior authorization,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Emergency Medical Technicians,emergency medical technicians,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Emergency Medicine,emergency medicine,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Employee Health,employee health,ORGANIZATION_DEPARTMENT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Employee Health Services,employee health services,ORGANIZATION_DEPARTMENT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Endoscopy,endoscopy,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Epilepsy,epilepsy,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Esophagus,esophagus,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Eye,eye,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,HIGH,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.; very short token
Family Practice,family practice,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
FDA,fda,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Food and Drug Administration; abbreviation; abbreviation may have non-medical expansions
fee for service,fee for service,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,FALSE,TRUE,Private Fee-for-Service Plans,LOW,Conservative deterministic orthographic variant; not independently source-attested.
Fee schedules,fee schedules,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
FMLA,fmla,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Family and Medical Leave Act; abbreviation; abbreviation may have non-medical expansions
Follow-Up Studies,follow-up studies,PROCESS_EVENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Fomite,fomite,MEDICAL_CONCEPT,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
GAS,gas,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Group A Streptococcus; abbreviation; abbreviation may have non-medical expansions
Germicide,germicide,MEDICATION,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Glucocorticoids,glucocorticoids,MEDICATION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Gynecology,gynecology,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
HCO,hco,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Healthcare Organization; abbreviation; abbreviation may have non-medical expansions
HCP,hcp,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Healthcare Personnel; abbreviation; abbreviation may have non-medical expansions
HCPCS,hcpcs,BILLING_CODING,CMS HCPCS Overview,https://www.cms.gov/medicare/coding-billing/healthcare-common-procedure-system,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,MEDIUM,abbreviation; abbreviation may have non-medical expansions
HCPCS Level I,hcpcs level i,BILLING_CODING,CMS HCPCS Overview,https://www.cms.gov/medicare/coding-billing/healthcare-common-procedure-system,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
HCPCS Level II,hcpcs level ii,BILLING_CODING,CMS HCPCS Overview,https://www.cms.gov/medicare/coding-billing/healthcare-common-procedure-system,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
health care associated,health care associated,MEDICAL_CONCEPT,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,FALSE,TRUE,Health-care associated,LOW,Conservative deterministic orthographic variant; not independently source-attested.
Health insurance plan,health insurance plan,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Health Reimbursement Arrangements,health reimbursement arrangements,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Health-care associated,health-care associated,MEDICAL_CONCEPT,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Healthcare Common Procedure Coding System,healthcare common procedure coding system,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Healthcare Organization,healthcare organization,ORGANIZATION_DEPARTMENT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Healthcare Personnel,healthcare personnel,ROLE,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Healthcare Settings,healthcare settings,ORGANIZATION_DEPARTMENT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Heart,heart,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Heart Failure,heart failure,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Hemodiafiltration,hemodiafiltration,PROCEDURE,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Hemodialysis,hemodialysis,PROCEDURE,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Hemodialysis,hemodialysis,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Hemofiltration,hemofiltration,PROCEDURE,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Hemofiltration,hemofiltration,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
"Hemoglobin A, Glycosylated","hemoglobin a, glycosylated",TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
HEPA filter,hepa filter,OTHER_DOMAIN_TERM,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
HICPAC,hicpac,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,MEDIUM,Source-attested abbreviation; expansion: Healthcare Infection Control Practices Advisory Committee; abbreviation; abbreviation may have non-medical expansions
high level disinfection,high level disinfection,PROCESS_EVENT,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,FALSE,TRUE,High-level disinfection,LOW,Conservative deterministic orthographic variant; not independently source-attested.
High-level disinfection,high-level disinfection,PROCESS_EVENT,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
HIV,hiv,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Human Immunodeficiency Virus; abbreviation; abbreviation may have non-medical expansions
HIV Infections,hiv infections,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Home Health Agencies,home health agencies,ORGANIZATION_DEPARTMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Hospices,hospices,ORGANIZATION_DEPARTMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Hospital-Acquired Conditions,hospital-acquired conditions,CONDITION,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Hospitals,hospitals,ORGANIZATION_DEPARTMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Housekeeping surfaces,housekeeping surfaces,OTHER_DOMAIN_TERM,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Hoyer lift,hoyer lift,OTHER_DOMAIN_TERM,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Hubbard tank,hubbard tank,OTHER_DOMAIN_TERM,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
HVAC,hvac,AMBIGUOUS,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,abbreviation; abbreviation may have non-medical expansions
Hypertension,hypertension,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Hypoglycemic Agents,hypoglycemic agents,MEDICATION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Iatrogenic,iatrogenic,MEDICAL_CONCEPT,CDC Environmental Infection Control Glossary,https://www.cdc.gov/infection-control/hcp/environmental-control/glossary.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
ICD-10 codes,icd-10 codes,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
IDSA,idsa,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Infectious Diseases Society of America; abbreviation; abbreviation may have non-medical expansions
IIS,iis,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Immunization Information Systems; abbreviation; abbreviation may have non-medical expansions
Immunoassay,immunoassay,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Immunosuppressive Agents,immunosuppressive agents,MEDICATION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Incidence,incidence,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Infant Mortality Rate,infant mortality rate,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
"Influenza, Human","influenza, human",CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Informed Consent,informed consent,DOCUMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Inpatient Rehabilitation Facilities,inpatient rehabilitation facilities,ORGANIZATION_DEPARTMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Insulin,insulin,MEDICATION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Integrated Outpatient Code Editor,integrated outpatient code editor,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Internal Medicine,internal medicine,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
"Intubation, Intratracheal","intubation, intratracheal",PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
IPC,ipc,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Infection Prevention and Control; abbreviation; abbreviation may have non-medical expansions
IV,iv,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Intravenous; abbreviation; abbreviation may have non-medical expansions
Kidney,kidney,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Kidney Function Tests,kidney function tests,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Kidney Transplantation,kidney transplantation,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Laparoscopy,laparoscopy,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Large Intestine,large intestine,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Larynx,larynx,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Leukemia,leukemia,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Liver,liver,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Liver Cirrhosis,liver cirrhosis,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Liver Function Tests,liver function tests,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Liver Transplantation,liver transplantation,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Local Coverage Determination,local coverage determination,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
LP,lp,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Lumbar Puncture; abbreviation; abbreviation may have non-medical expansions
Lung,lung,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Lung Neoplasms,lung neoplasms,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Lymphoma,lymphoma,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Magnetic Resonance Imaging,magnetic resonance imaging,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Mammography,mammography,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Managed Care appeals and grievances,managed care appeals and grievances,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Mass Screening,mass screening,PROCESS_EVENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Mechanical Ventilation,mechanical ventilation,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Medical loss ratio,medical loss ratio,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Medical Records,medical records,DOCUMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Medical Savings Account,medical savings account,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
