term,normalized_term,semantic_hint,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes
Count,count,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
Court,court,ORGANIZATION,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/name collision
Court of International Trade,court of international trade,ORGANIZATION,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Court reporter,court reporter,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Credit counseling,credit counseling,PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,cross-domain
Creditor,creditor,ROLE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Creditor Matrix,creditor matrix,DOCUMENT,"U.S. Bankruptcy Court, District of Nevada — Bankruptcy Terminology",https://www.nvb.uscourts.gov/filing/bankruptcy-basics/bankruptcy-terminology/,FEDERAL_BANKRUPTCY_COURT,HIGH,True,False,,LOW,
Creditor's Meeting (also known as 341 Meeting),creditor's meeting (also known as 341 meeting),PROCESS_EVENT|COURT_PROCEDURE,"U.S. Bankruptcy Court, District of Nevada — Bankruptcy Terminology",https://www.nvb.uscourts.gov/filing/bankruptcy-basics/bankruptcy-terminology/,FEDERAL_BANKRUPTCY_COURT,HIGH,True,False,,LOW,
Cross-Complaint,cross-complaint,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
customer information,customer information,LEGAL_CONCEPT,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,HIGH,ordinary/cross-domain
Damages,damages,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary English collision
De facto,de facto,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,Latin phrase
De jure,de jure,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,Latin phrase
De novo,de novo,COURT_PROCEDURE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,Latin phrase
dead application or registration,dead application or registration,LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
Debtor,debtor,ROLE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Decedent,decedent,ROLE|LEGAL_CONCEPT,California Courts Self-Help — Common Words in Probate Cases,https://selfhelp.courts.ca.gov/probate/terms,STATE_JUDICIARY_PROBATE,HIGH,True,False,,LOW,
Decedent's estate,decedent's estate,LEGAL_CONCEPT,California Courts Self-Help — Common Words in Probate Cases,https://selfhelp.courts.ca.gov/probate/terms,STATE_JUDICIARY_PROBATE,HIGH,True,False,,LOW,
Declaratory judgment,declaratory judgment,DOCUMENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Default,default,LEGAL_CONCEPT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,computing/finance collision
Default judgment,default judgment,DOCUMENT|COURT_PROCEDURE,"U.S. Courts — Glossary of Legal Terms | Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://www.uscourts.gov/glossary | https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,FEDERAL_JUDICIARY_GLOSSARY | STATE_JUDICIARY_GLOSSARY,HIGH | HIGH,True,False,,LOW,multiple independent source attestations
Defendant,defendant,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Delay Reduction,delay reduction,COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
Demand for Inspection,demand for inspection,DOCUMENT|COURT_PROCEDURE,California Courts Self-Help — Civil Discovery,https://selfhelp.courts.ca.gov/discovery-civil/request,STATE_JUDICIARY_PROCEDURE,HIGH,True,False,,LOW,
Demurrer,demurrer,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,jurisdiction-specific
Deposition,deposition,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Digital Security,digital security,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,technology collision
Digital Tool,digital tool,OTHER_DOMAIN_TERM,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,technology collision
Dilution,dilution,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,ordinary/finance collision
Discharge,discharge,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/cross-domain collision
Dischargeable debt,dischargeable debt,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Disclosure,disclosure,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,ordinary/legal collision
disclosure of compensation,disclosure of compensation,DOCUMENT|LEGAL_CONCEPT,"U.S. Bankruptcy Court, Western District of Texas — Compensation of Professionals",https://www.txwb.uscourts.gov/l-rule-2016-1-compensation-professionals,FEDERAL_BANKRUPTCY_BILLING,HIGH,True,False,,LOW,legal billing
Disclosure statement,disclosure statement,DOCUMENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,cross-domain
Discovery,discovery,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
discovery request,discovery request,DOCUMENT|COURT_PROCEDURE,California Courts Self-Help — Civil Discovery,https://selfhelp.courts.ca.gov/discovery-civil/request,STATE_JUDICIARY_PROCEDURE,HIGH,True,False,,MEDIUM,
discrimination,discrimination,LEGAL_CONCEPT,U.S. Equal Employment Opportunity Commission — Small Business Glossary/Resources,https://www.eeoc.gov/employers/small-business,FEDERAL_REGULATOR_EMPLOYMENT,HIGH,True,False,,MEDIUM,ordinary/cross-domain
Dismiss or Dismissal,dismiss or dismissal,COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
Dismissal with prejudice,dismissal with prejudice,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Dismissal without prejudice,dismissal without prejudice,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Disposable income,disposable income,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,cross-domain
Disposition,disposition,PROCESS_EVENT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/cross-domain collision
district judge,district judge,ROLE,"U.S. District Court, Northern District of California — Settlement Conferences",https://cand.uscourts.gov/about-court/court-programs-services/alternative-dispute-resolution-adr/settlement-conferences,FEDERAL_DISTRICT_COURT_ADR,HIGH,True,False,,LOW,
Diversification,diversification,OTHER_DOMAIN_TERM,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,finance collision
Docket,docket,DOCUMENT|OTHER_DOMAIN_TERM,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
docket entry,docket entry,DOCUMENT|OTHER_DOMAIN_TERM,PACER — Notice of Electronic Filing / Notice of Docket Activity FAQ,https://pacer.uscourts.gov/help/faqs/files-pleading-court-automatically-serve-notification,FEDERAL_COURT_EFILING,HIGH,True,False,,MEDIUM,
Doe,doe,AMBIGUOUS,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,placeholder surname; name evidence collision
Doe Amendment,doe amendment,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,contains surname placeholder
Due Diligence,due diligence,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,business/legal collision
Due process,due process,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
electronic document stamp,electronic document stamp,IDENTIFIER_TYPE,PACER — Notice of Electronic Filing / Notice of Docket Activity FAQ,https://pacer.uscourts.gov/help/faqs/files-pleading-court-automatically-serve-notification,FEDERAL_COURT_EFILING,HIGH,True,False,,LOW,
electronic filing,electronic filing,PROCESS_EVENT,PACER — Federal Court Records / CM/ECF FAQs,https://pacer.uscourts.gov/help/faqs/what-cmecf,FEDERAL_COURT_EFILING,HIGH,True,False,,MEDIUM,cross-domain
Eminent Domain,eminent domain,LEGAL_CONCEPT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
En banc,en banc,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Encryption,encryption,OTHER_DOMAIN_TERM,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,MEDIUM,technology collision
Equitable,equitable,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
equitable relief,equitable relief,LEGAL_CONCEPT,"U.S. District Court, Northern District of California — Mediation",https://cand.uscourts.gov/about-court/court-programs-services/alternative-dispute-resolution-adr/mediation,FEDERAL_DISTRICT_COURT_ADR,HIGH,True,False,,LOW,
Equity,equity,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,finance/business collision
Evidence,evidence,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary English collision
Ex parte,ex parte,COURT_PROCEDURE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,Latin phrase
Exclusionary rule,exclusionary rule,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Exculpatory evidence,exculpatory evidence,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Executor,executor,ROLE,California Courts Self-Help — Common Words in Probate Cases,https://selfhelp.courts.ca.gov/probate/terms,STATE_JUDICIARY_PROBATE,HIGH,True,False,,MEDIUM,computing collision
Executory contracts,executory contracts,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Exempt assets,exempt assets,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
"Exemptions, exempt property","exemptions, exempt property",LEGAL_CONCEPT,"U.S. Courts — Glossary of Legal Terms | U.S. Bankruptcy Court, District of Nevada — Bankruptcy Terminology",https://www.uscourts.gov/glossary | https://www.nvb.uscourts.gov/filing/bankruptcy-basics/bankruptcy-terminology/,FEDERAL_JUDICIARY_GLOSSARY | FEDERAL_BANKRUPTCY_COURT,HIGH | HIGH,True,False,,MEDIUM,multiple independent source attestations
expired registration,expired registration,LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
Family farmer,family farmer,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary phrase
Federal public defender,federal public defender,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Federal public defender organization,federal public defender organization,ORGANIZATION,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Federal question jurisdiction,federal question jurisdiction,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Felony,felony,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
File,file,PROCESS_EVENT|DOCUMENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/computing collision
filed under seal,filed under seal,COURT_PROCEDURE,"U.S. District Court, Northern District of California — E-Filing Case Documents",https://cand.uscourts.gov/cases-e-filing/cmecf-information/e-filing-case-documents,FEDERAL_DISTRICT_COURT_PROCEDURE,HIGH,True,False,,LOW,
filing basis,filing basis,LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,MEDIUM,
Financial institution,financial institution,ORGANIZATION|LEGAL_CONCEPT,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,MEDIUM,finance collision
Financial management,financial management,PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,cross-domain
fixed fee,fixed fee,LEGAL_CONCEPT,"U.S. Bankruptcy Court, Western District of Texas — Compensation of Professionals",https://www.txwb.uscourts.gov/l-rule-2016-1-compensation-professionals,FEDERAL_BANKRUPTCY_BILLING,HIGH,True,False,,MEDIUM,billing cross-domain
foreign trademark application,foreign trademark application,DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
foreign trademark registration,foreign trademark registration,DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
Fund of Funds,fund of funds,ORGANIZATION|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,LOW,
General Denial,general denial,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
General Partner,general partner,ROLE,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,business/legal
General Solicitation,general solicitation,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,LOW,securities
Goodwill,goodwill,OTHER_DOMAIN_TERM,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,ordinary/accounting collision
Guardian ad Litem,guardian ad litem,ROLE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Harassment,harassment,LEGAL_CONCEPT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/employment collision
Hedge Fund,hedge fund,ORGANIZATION|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,
Heir,heir,ROLE|LEGAL_CONCEPT,California Courts Self-Help — Common Words in Probate Cases,https://selfhelp.courts.ca.gov/probate/terms,STATE_JUDICIARY_PROBATE,HIGH,True,False,,MEDIUM,
hourly basis,hourly basis,OTHER_DOMAIN_TERM,"U.S. Bankruptcy Court, Western District of Texas — Compensation of Professionals",https://www.txwb.uscourts.gov/l-rule-2016-1-compensation-professionals,FEDERAL_BANKRUPTCY_BILLING,HIGH,True,False,,MEDIUM,billing cross-domain
Impeachment,impeachment,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,political/legal collision
In camera,in camera,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,Latin/ordinary phrase collision
In forma pauperis,in forma pauperis,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,Latin phrase
Inculpatory evidence,inculpatory evidence,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Indictment,indictment,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Information,information,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
information security program,information security program,LEGAL_CONCEPT,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,MEDIUM,security/compliance cross-domain
Information system,information system,OTHER_DOMAIN_TERM,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,HIGH,technology collision
Injunction,injunction,DOCUMENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Insider (bankruptcy),insider (bankruptcy),ROLE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,cross-domain
intent to use in commerce,intent to use in commerce,LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,trademark
international registration,international registration,DOCUMENT|LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,MEDIUM,
Interrogatories,interrogatories,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Issue,issue,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
Issued and Outstanding Shares,issued and outstanding shares,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,LOW,
Joinder,joinder,COURT_PROCEDURE|LEGAL_CONCEPT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Joint administration,joint administration,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
Joint petition,joint petition,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Judge,judge,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,surname/title collision
Judgeship,judgeship,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Judgment,judgment,DOCUMENT|PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary English collision
Judicial Conference of the United States,judicial conference of the united states,ORGANIZATION,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Judicial Council,judicial council,ORGANIZATION,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,generic organizational title
Jurisdiction,jurisdiction,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Jurisprudence,jurisprudence,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Jury,jury,ROLE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
Jury instructions,jury instructions,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Large Accelerated Filer,large accelerated filer,ROLE|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,LOW,
Law and Motion,law and motion,COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,California practice
